Iter  | Wout Imp | Green It | Nb Yello | Nb Red I | LB         | Lagr Cost | Real Cost | Primal Co | UB     | Step   | Lambda   | Alpha    | Feasibility | Time      | 
318   | 4        | 0        | 0        | 4        | 618.066108 | 617.40262 | 633.00000 | 580.26093 | 834.00 | 0.0827 | 2.000000 | 0.050000 | NO          | 1.080680  | 
319   | 5        | 0        | 0        | 5        | 618.066108 | 617.55726 | 657.00000 | 586.10041 | 834.00 | 0.0826 | 2.000000 | 0.050000 | NO          | 1.082152  | 
320   | 6        | 0        | 0        | 6        | 618.066108 | 617.76806 | 512.00000 | 581.41033 | 834.00 | 0.0826 | 2.000000 | 0.050000 | NO          | 1.083623  | 
321   | 7        | 0        | 0        | 7        | 618.066108 | 617.81391 | 588.00000 | 581.82749 | 834.00 | 0.0826 | 2.000000 | 0.050000 | NO          | 1.085167  | 
322   | 8        | 0        | 0        | 8        | 618.066108 | 617.33660 | 591.00000 | 582.74239 | 834.00 | 0.0825 | 2.000000 | 0.050000 | NO          | 1.086671  | 
323   | 9        | 0        | 0        | 9        | 618.066108 | 617.34517 | 606.00000 | 584.50337 | 834.00 | 0.0828 | 2.000000 | 0.050000 | NO          | 1.088214  | 
324   | 10       | 0        | 0        | 10       | 618.066108 | 617.76845 | 652.00000 | 589.27941 | 834.00 | 0.0828 | 2.000000 | 0.050000 | NO          | 1.089621  | 
325   | 11       | 0        | 0        | 11       | 618.066108 | 617.52441 | 535.00000 | 585.57193 | 834.00 | 0.0826 | 2.000000 | 0.050000 | NO          | 1.091038  | 
326   | 12       | 0        | 0        | 12       | 618.066108 | 617.66921 | 579.00000 | 585.07242 | 834.00 | 0.0826 | 2.000000 | 0.050000 | NO          | 1.092479  | 
327   | 13       | 0        | 0        | 13       | 618.066108 | 617.66207 | 551.00000 | 582.85038 | 834.00 | 0.0826 | 2.000000 | 0.050000 | NO          | 1.093868  | 
328   | 14       | 0        | 0        | 14       | 618.066108 | 617.76094 | 581.00000 | 582.69866 | 834.00 | 0.0826 | 2.000000 | 0.050000 | NO          | 1.095284  | 
329   | 15       | 0        | 0        | 15       | 618.066108 | 617.86723 | 525.00000 | 578.77036 | 834.00 | 0.0825 | 2.000000 | 0.050000 | NO          | 1.096717  | 
330   | 16       | 0        | 0        | 16       | 618.066108 | 617.95117 | 636.00000 | 582.21092 | 834.00 | 0.0825 | 2.000000 | 0.050000 | NO          | 1.098257  | 
331   | 17       | 0        | 0        | 17       | 618.066108 | 617.87905 | 537.00000 | 578.77159 | 834.00 | 0.0825 | 2.000000 | 0.050000 | NO          | 1.099735  | 
332   | 18       | 0        | 0        | 18       | 618.066108 | 617.65267 | 644.00000 | 582.62247 | 834.00 | 0.0825 | 2.000000 | 0.050000 | NO          | 1.101175  | 
333   | 19       | 0        | 0        | 19       | 618.066108 | 617.72688 | 522.00000 | 578.13707 | 834.00 | 0.0824 | 2.000000 | 0.050000 | NO          | 1.102604  | 
334   | 20       | 0        | 0        | 20       | 618.066108 | 617.76769 | 655.00000 | 584.77297 | 834.00 | 0.0823 | 2.000000 | 0.050000 | NO          | 1.104012  | 
335   | 21       | 0        | 0        | 1        | 618.066108 | 617.58294 | 554.00000 | 582.53979 | 834.00 | 0.0553 | 1.340000 | 0.050000 | NO          | 1.105459  | 
336   | 22       | 0        | 0        | 2        | 618.066108 | 617.92212 | 629.00000 | 585.92620 | 834.00 | 0.0553 | 1.340000 | 0.050000 | NO          | 1.106872  | 
337   | 23       | 0        | 0        | 3        | 618.066108 | 617.76022 | 547.00000 | 583.09736 | 834.00 | 0.0553 | 1.340000 | 0.050000 | NO          | 1.108309  | 
338   | 24       | 0        | 0        | 4        | 618.066108 | 618.03381 | 547.00000 | 580.39051 | 834.00 | 0.0552 | 1.340000 | 0.050000 | NO          | 1.109735  | 
339   | 0        | 1        | 0        | 0        | 618.190930 | 618.19093 | 622.00000 | 583.29574 | 834.00 | 0.0552 | 1.340000 | 0.050000 | NO          | 1.111225  | 
340   | 1        | 0        | 0        | 1        | 618.190930 | 617.79035 | 501.00000 | 576.60044 | 834.00 | 0.0605 | 1.474000 | 0.050000 | NO          | 1.112673  | 
341   | 2        | 0        | 0        | 2        | 618.190930 | 617.98980 | 580.00000 | 576.85344 | 834.00 | 0.0607 | 1.474000 | 0.050000 | NO          | 1.114183  | 
342   | 0        | 1        | 0        | 0        | 618.431108 | 618.43110 | 581.00000 | 577.14413 | 834.00 | 0.0606 | 1.474000 | 0.050000 | NO          | 1.115623  | 
343   | 1        | 0        | 0        | 1        | 618.431108 | 616.76069 | 628.00000 | 581.65131 | 834.00 | 0.0664 | 1.621400 | 0.050000 | NO          | 1.117024  | 
344   | 2        | 0        | 0        | 2        | 618.431108 | 617.68309 | 524.00000 | 577.22158 | 834.00 | 0.0664 | 1.621400 | 0.050000 | NO          | 1.118419  | 
345   | 3        | 0        | 0        | 3        | 618.431108 | 618.26666 | 655.00000 | 584.45599 | 834.00 | 0.0664 | 1.621400 | 0.050000 | NO          | 1.119764  | 
346   | 0        | 1        | 0        | 0        | 618.556822 | 618.55682 | 581.00000 | 584.18433 | 834.00 | 0.0665 | 1.621400 | 0.050000 | NO          | 1.121150  | 
347   | 1        | 0        | 0        | 1        | 618.556822 | 617.42768 | 543.00000 | 581.02845 | 834.00 | 0.0730 | 1.783540 | 0.050000 | NO          | 1.122569  | 
348   | 2        | 0        | 0        | 2        | 618.556822 | 618.04511 | 610.00000 | 583.36579 | 834.00 | 0.0730 | 1.783540 | 0.050000 | NO          | 1.124093  | 
349   | 3        | 0        | 0        | 3        | 618.556822 | 618.35743 | 524.00000 | 579.49583 | 834.00 | 0.0730 | 1.783540 | 0.050000 | NO          | 1.125515  | 
350   | 4        | 0        | 0        | 4        | 618.556822 | 618.36153 | 538.00000 | 576.66296 | 834.00 | 0.0730 | 1.783540 | 0.050000 | NO          | 1.126949  | 
351   | 5        | 0        | 0        | 5        | 618.556822 | 618.26004 | 591.00000 | 577.62527 | 834.00 | 0.0730 | 1.783540 | 0.050000 | NO          | 1.128330  | 
352   | 6        | 0        | 0        | 6        | 618.556822 | 618.03211 | 606.00000 | 579.73739 | 834.00 | 0.0730 | 1.783540 | 0.050000 | NO          | 1.129800  | 
353   | 7        | 0        | 0        | 7        | 618.556822 | 617.98606 | 643.00000 | 584.39378 | 834.00 | 0.0729 | 1.783540 | 0.050000 | NO          | 1.131398  | 
354   | 0        | 1        | 0        | 0        | 618.606039 | 618.60603 | 517.00000 | 579.27625 | 834.00 | 0.0730 | 1.783540 | 0.050000 | NO          | 1.132909  | 
355   | 1        | 0        | 0        | 1        | 618.606039 | 616.94342 | 611.00000 | 582.19422 | 834.00 | 0.0801 | 1.961894 | 0.050000 | NO          | 1.134398  | 
356   | 2        | 0        | 0        | 2        | 618.606039 | 617.80320 | 549.00000 | 579.62184 | 834.00 | 0.0802 | 1.961894 | 0.050000 | NO          | 1.135851  | 
357   | 3        | 0        | 0        | 3        | 618.606039 | 617.72685 | 522.00000 | 575.25593 | 834.00 | 0.0801 | 1.961894 | 0.050000 | NO          | 1.137377  | 
358   | 4        | 0        | 0        | 4        | 618.606039 | 618.23891 | 511.00000 | 570.76547 | 834.00 | 0.0800 | 1.961894 | 0.050000 | NO          | 1.138888  | 
359   | 5        | 0        | 0        | 5        | 618.606039 | 618.51322 | 650.00000 | 577.47429 | 834.00 | 0.0800 | 1.961894 | 0.050000 | NO          | 1.140395  | 
360   | 6        | 0        | 0        | 6        | 618.606039 | 618.32576 | 530.00000 | 574.01399 | 834.00 | 0.0801 | 1.961894 | 0.050000 | NO          | 1.141855  | 
361   | 7        | 0        | 0        | 7        | 618.606039 | 618.38415 | 666.00000 | 581.56560 | 834.00 | 0.0800 | 1.961894 | 0.050000 | NO          | 1.143313  | 
362   | 8        | 0        | 0        | 8        | 618.606039 | 618.30115 | 531.00000 | 578.17219 | 834.00 | 0.0804 | 1.961894 | 0.050000 | NO          | 1.144677  | 
363   | 9        | 0        | 0        | 9        | 618.606039 | 618.27028 | 617.00000 | 581.72133 | 834.00 | 0.0803 | 1.961894 | 0.050000 | NO          | 1.146152  | 
364   | 10       | 0        | 0        | 10       | 618.606039 | 618.56452 | 539.00000 | 578.91256 | 834.00 | 0.0805 | 1.961894 | 0.050000 | NO          | 1.147567  | 
365   | 11       | 0        | 0        | 11       | 618.606039 | 618.35142 | 618.00000 | 582.32390 | 834.00 | 0.0804 | 1.961894 | 0.050000 | NO          | 1.149016  | 
366   | 12       | 0        | 0        | 12       | 618.606039 | 618.50767 | 479.00000 | 575.79712 | 834.00 | 0.0805 | 1.961894 | 0.050000 | NO          | 1.150547  | 
367   | 0        | 1        | 0        | 0        | 618.719980 | 618.71998 | 595.00000 | 577.21681 | 834.00 | 0.0803 | 1.961894 | 0.050000 | NO          | 1.152027  | 
368   | 1        | 0        | 0        | 1        | 618.719980 | 617.83200 | 590.00000 | 578.25604 | 834.00 | 0.0817 | 2.000000 | 0.050000 | NO          | 1.153456  | 
369   | 2        | 0        | 0        | 2        | 618.719980 | 617.82925 | 575.00000 | 577.98485 | 834.00 | 0.0817 | 2.000000 | 0.050000 | NO          | 1.154826  | 
370   | 3        | 0        | 0        | 3        | 618.719980 | 618.12578 | 568.00000 | 577.24055 | 834.00 | 0.0817 | 2.000000 | 0.050000 | NO          | 1.156256  | 
371   | 4        | 0        | 0        | 4        | 618.719980 | 618.05753 | 666.00000 | 584.00933 | 834.00 | 0.0817 | 2.000000 | 0.050000 | NO          | 1.157638  | 
372   | 5        | 0        | 0        | 5        | 618.719980 | 618.21890 | 527.00000 | 579.24971 | 834.00 | 0.0816 | 2.000000 | 0.050000 | NO          | 1.158996  | 
373   | 6        | 0        | 0        | 6        | 618.719980 | 618.67745 | 616.00000 | 581.64079 | 834.00 | 0.0819 | 2.000000 | 0.050000 | NO          | 1.160449  | 
374   | 0        | 1        | 0        | 0        | 618.831842 | 618.83184 | 553.00000 | 579.55130 | 834.00 | 0.0818 | 2.000000 | 0.050000 | NO          | 1.161829  | 
375   | 1        | 0        | 0        | 1        | 618.831842 | 616.99056 | 625.00000 | 583.17358 | 834.00 | 0.0816 | 2.000000 | 0.050000 | NO          | 1.163385  | 
376   | 2        | 0        | 0        | 2        | 618.831842 | 617.47993 | 619.00000 | 586.24750 | 834.00 | 0.0817 | 2.000000 | 0.050000 | NO          | 1.164868  | 
377   | 3        | 0        | 0        | 3        | 618.831842 | 617.37662 | 581.00000 | 585.82464 | 834.00 | 0.0817 | 2.000000 | 0.050000 | NO          | 1.166285  | 
378   | 4        | 0        | 0        | 4        | 618.831842 | 617.88537 | 616.00000 | 588.34448 | 834.00 | 0.0817 | 2.000000 | 0.050000 | NO          | 1.167729  | 
379   | 5        | 0        | 0        | 5        | 618.831842 | 618.27778 | 551.00000 | 585.61079 | 834.00 | 0.0819 | 2.000000 | 0.050000 | NO          | 1.169134  | 
380   | 6        | 0        | 0        | 6        | 618.831842 | 618.32547 | 572.00000 | 584.62011 | 834.00 | 0.0819 | 2.000000 | 0.050000 | NO          | 1.170515  | 
381   | 7        | 0        | 0        | 7        | 618.831842 | 618.45900 | 594.00000 | 585.21781 | 834.00 | 0.0818 | 2.000000 | 0.050000 | NO          | 1.171885  | 
382   | 8        | 0        | 0        | 8        | 618.831842 | 618.48863 | 628.00000 | 588.60436 | 834.00 | 0.0817 | 2.000000 | 0.050000 | NO          | 1.173279  | 
383   | 9        | 0        | 0        | 9        | 618.831842 | 618.43190 | 496.00000 | 581.63635 | 834.00 | 0.0817 | 2.000000 | 0.050000 | NO          | 1.174594  | 
384   | 10       | 0        | 0        | 10       | 618.831842 | 618.82753 | 658.00000 | 586.68059 | 834.00 | 0.0816 | 2.000000 | 0.050000 | NO          | 1.176066  | 
385   | 11       | 0        | 0        | 11       | 618.831842 | 618.43636 | 557.00000 | 584.83867 | 834.00 | 0.0816 | 2.000000 | 0.050000 | NO          | 1.177527  | 
386   | 0        | 1        | 0        | 0        | 619.170439 | 619.17043 | 530.00000 | 581.66881 | 834.00 | 0.0815 | 2.000000 | 0.050000 | NO          | 1.179001  | 
387   | 1        | 0        | 0        | 1        | 619.170439 | 617.05937 | 597.00000 | 583.08341 | 834.00 | 0.0809 | 2.000000 | 0.050000 | NO          | 1.180539  | 
388   | 2        | 0        | 0        | 2        | 619.170439 | 618.38032 | 673.00000 | 589.70803 | 834.00 | 0.0810 | 2.000000 | 0.050000 | NO          | 1.182037  | 
389   | 3        | 0        | 0        | 3        | 619.170439 | 618.53841 | 635.00000 | 592.96981 | 834.00 | 0.0811 | 2.000000 | 0.050000 | NO          | 1.183545  | 
390   | 4        | 0        | 0        | 4        | 619.170439 | 618.51727 | 491.00000 | 585.53200 | 834.00 | 0.0811 | 2.000000 | 0.050000 | NO          | 1.185037  | 
391   | 5        | 0        | 0        | 5        | 619.170439 | 617.96739 | 601.00000 | 586.84270 | 834.00 | 0.0812 | 2.000000 | 0.050000 | NO          | 1.186508  | 
392   | 6        | 0        | 0        | 6        | 619.170439 | 618.54904 | 626.00000 | 590.02705 | 834.00 | 0.0812 | 2.000000 | 0.050000 | NO          | 1.187933  | 
393   | 0        | 1        | 0        | 0        | 619.188722 | 619.18872 | 601.00000 | 590.79872 | 834.00 | 0.0813 | 2.000000 | 0.050000 | NO          | 1.189446  | 
394   | 1        | 0        | 0        | 1        | 619.188722 | 617.69317 | 527.00000 | 585.68860 | 834.00 | 0.0812 | 2.000000 | 0.050000 | NO          | 1.190957  | 
395   | 2        | 0        | 0        | 2        | 619.188722 | 618.21150 | 610.00000 | 587.51130 | 834.00 | 0.0811 | 2.000000 | 0.050000 | NO          | 1.192453  | 
396   | 3        | 0        | 0        | 3        | 619.188722 | 618.39719 | 551.00000 | 584.92489 | 834.00 | 0.0812 | 2.000000 | 0.050000 | NO          | 1.193888  | 
397   | 4        | 0        | 0        | 4        | 619.188722 | 618.56136 | 551.00000 | 581.83610 | 834.00 | 0.0811 | 2.000000 | 0.050000 | NO          | 1.195302  | 
398   | 5        | 0        | 0        | 5        | 619.188722 | 618.43391 | 646.00000 | 587.14106 | 834.00 | 0.0810 | 2.000000 | 0.050000 | NO          | 1.196717  | 
399   | 6        | 0        | 0        | 6        | 619.188722 | 618.46558 | 624.00000 | 589.71233 | 834.00 | 0.0811 | 2.000000 | 0.050000 | NO          | 1.198150  | 
400   | 7        | 0        | 0        | 7        | 619.188722 | 619.03780 | 498.00000 | 585.29791 | 834.00 | 0.0812 | 2.000000 | 0.025000 | NO          | 1.199567  | 
401   | 0        | 1        | 0        | 0        | 619.457603 | 619.45760 | 641.00000 | 588.37271 | 834.00 | 0.0812 | 2.000000 | 0.025000 | NO          | 1.200998  | 
402   | 1        | 0        | 0        | 1        | 619.457603 | 618.63787 | 667.00000 | 591.98041 | 834.00 | 0.0809 | 2.000000 | 0.025000 | NO          | 1.202501  | 
403   | 2        | 0        | 0        | 2        | 619.457603 | 618.91236 | 555.00000 | 590.35013 | 834.00 | 0.0810 | 2.000000 | 0.025000 | NO          | 1.203971  | 
404   | 3        | 0        | 0        | 3        | 619.457603 | 619.28584 | 527.00000 | 587.84470 | 834.00 | 0.0810 | 2.000000 | 0.025000 | NO          | 1.205417  | 
405   | 4        | 0        | 0        | 4        | 619.457603 | 619.35438 | 584.00000 | 587.64532 | 834.00 | 0.0810 | 2.000000 | 0.025000 | NO          | 1.206841  | 
406   | 0        | 1        | 0        | 0        | 619.935197 | 619.93519 | 560.00000 | 586.94631 | 834.00 | 0.0811 | 2.000000 | 0.025000 | NO          | 1.208288  | 
407   | 1        | 0        | 0        | 1        | 619.935197 | 619.25823 | 544.00000 | 585.24304 | 834.00 | 0.0803 | 2.000000 | 0.025000 | NO          | 1.209692  | 
408   | 0        | 1        | 0        | 0        | 620.217491 | 620.21749 | 657.00000 | 587.98112 | 834.00 | 0.0803 | 2.000000 | 0.025000 | NO          | 1.211159  | 
409   | 1        | 0        | 0        | 1        | 620.217491 | 619.23304 | 525.00000 | 585.19880 | 834.00 | 0.0798 | 2.000000 | 0.025000 | NO          | 1.212654  | 
410   | 2        | 0        | 0        | 2        | 620.217491 | 619.78367 | 538.00000 | 583.12223 | 834.00 | 0.0798 | 2.000000 | 0.025000 | NO          | 1.214153  | 
411   | 3        | 0        | 0        | 3        | 620.217491 | 619.79525 | 622.00000 | 584.92701 | 834.00 | 0.0798 | 2.000000 | 0.025000 | NO          | 1.215681  | 
412   | 4        | 0        | 0        | 4        | 620.217491 | 620.10531 | 471.00000 | 580.62865 | 834.00 | 0.0798 | 2.000000 | 0.025000 | NO          | 1.217251  | 
413   | 0        | 1        | 0        | 0        | 620.467820 | 620.46782 | 537.00000 | 579.17537 | 834.00 | 0.0799 | 2.000000 | 0.025000 | NO          | 1.218747  | 
414   | 1        | 0        | 0        | 1        | 620.467820 | 620.34216 | 598.00000 | 579.92297 | 834.00 | 0.0794 | 2.000000 | 0.025000 | NO          | 1.220285  | 
415   | 0        | 1        | 0        | 0        | 620.624016 | 620.62401 | 576.00000 | 579.76451 | 834.00 | 0.0794 | 2.000000 | 0.025000 | NO          | 1.221752  | 
416   | 1        | 0        | 0        | 1        | 620.624016 | 620.12686 | 600.00000 | 580.63716 | 834.00 | 0.0791 | 2.000000 | 0.025000 | NO          | 1.223202  | 
417   | 0        | 1        | 0        | 0        | 620.740394 | 620.74039 | 563.00000 | 580.06947 | 834.00 | 0.0791 | 2.000000 | 0.025000 | NO          | 1.224672  | 
418   | 1        | 0        | 0        | 1        | 620.740394 | 620.02857 | 617.00000 | 581.58057 | 834.00 | 0.0789 | 2.000000 | 0.025000 | NO          | 1.226138  | 
419   | 2        | 0        | 0        | 2        | 620.740394 | 620.48543 | 639.00000 | 583.92640 | 834.00 | 0.0789 | 2.000000 | 0.025000 | NO          | 1.227564  | 
420   | 3        | 0        | 0        | 3        | 620.740394 | 620.29932 | 567.00000 | 583.32489 | 834.00 | 0.0789 | 2.000000 | 0.025000 | NO          | 1.229122  | 
421   | 4        | 0        | 0        | 4        | 620.740394 | 620.65207 | 608.00000 | 584.25423 | 834.00 | 0.0789 | 2.000000 | 0.025000 | NO          | 1.230663  | 
422   | 0        | 1        | 0        | 0        | 621.049541 | 621.04954 | 588.00000 | 584.38919 | 834.00 | 0.0789 | 2.000000 | 0.025000 | NO          | 1.232197  | 
423   | 1        | 0        | 0        | 1        | 621.049541 | 620.56068 | 577.00000 | 584.06619 | 834.00 | 0.0783 | 2.000000 | 0.025000 | NO          | 1.233741  | 
424   | 2        | 0        | 0        | 2        | 621.049541 | 621.00600 | 520.00000 | 581.96767 | 834.00 | 0.0783 | 2.000000 | 0.025000 | NO          | 1.235382  | 
425   | 0        | 1        | 0        | 0        | 621.216667 | 621.21666 | 588.00000 | 582.15458 | 834.00 | 0.0783 | 2.000000 | 0.025000 | NO          | 1.237062  | 
426   | 1        | 0        | 0        | 1        | 621.216667 | 621.06617 | 607.00000 | 583.06080 | 834.00 | 0.0780 | 2.000000 | 0.025000 | NO          | 1.238646  | 
427   | 2        | 0        | 0        | 2        | 621.216667 | 620.94488 | 653.00000 | 586.00554 | 834.00 | 0.0781 | 2.000000 | 0.025000 | NO          | 1.240172  | 
428   | 3        | 0        | 0        | 3        | 621.216667 | 621.05279 | 605.00000 | 586.68103 | 834.00 | 0.0781 | 2.000000 | 0.025000 | NO          | 1.241748  | 
429   | 0        | 1        | 0        | 0        | 621.456809 | 621.45680 | 531.00000 | 584.57871 | 834.00 | 0.0781 | 2.000000 | 0.025000 | NO          | 1.243359  | 
430   | 1        | 0        | 0        | 1        | 621.456809 | 620.80412 | 706.00000 | 590.16824 | 834.00 | 0.0776 | 2.000000 | 0.025000 | NO          | 1.244863  | 
431   | 2        | 0        | 0        | 2        | 621.456809 | 621.02270 | 563.00000 | 588.98925 | 834.00 | 0.0779 | 2.000000 | 0.025000 | NO          | 1.246421  | 
432   | 0        | 1        | 0        | 0        | 621.470673 | 621.47067 | 591.00000 | 589.06100 | 834.00 | 0.0779 | 2.000000 | 0.025000 | NO          | 1.247930  | 
433   | 1        | 0        | 0        | 1        | 621.470673 | 621.18995 | 565.00000 | 587.93714 | 834.00 | 0.0778 | 2.000000 | 0.025000 | NO          | 1.249454  | 
434   | 0        | 1        | 0        | 0        | 621.824098 | 621.82409 | 510.00000 | 585.09601 | 834.00 | 0.0779 | 2.000000 | 0.025000 | NO          | 1.250951  | 
435   | 1        | 0        | 0        | 1        | 621.824098 | 621.10744 | 615.00000 | 586.32076 | 834.00 | 0.0772 | 2.000000 | 0.025000 | NO          | 1.252449  | 
436   | 2        | 0        | 0        | 2        | 621.824098 | 621.80742 | 623.00000 | 587.52960 | 834.00 | 0.0773 | 2.000000 | 0.025000 | NO          | 1.253973  | 
437   | 0        | 1        | 0        | 0        | 621.870892 | 621.87089 | 644.00000 | 589.65327 | 834.00 | 0.0773 | 2.000000 | 0.025000 | NO          | 1.255564  | 
438   | 1        | 0        | 0        | 1        | 621.870892 | 621.38126 | 529.00000 | 587.47645 | 834.00 | 0.0772 | 2.000000 | 0.025000 | NO          | 1.257146  | 
439   | 2        | 0        | 0        | 2        | 621.870892 | 621.49746 | 580.00000 | 587.18971 | 834.00 | 0.0772 | 2.000000 | 0.025000 | NO          | 1.258666  | 
440   | 0        | 1        | 0        | 0        | 621.943182 | 621.94318 | 605.00000 | 587.79002 | 834.00 | 0.0772 | 2.000000 | 0.025000 | NO          | 1.260186  | 
441   | 1        | 0        | 0        | 1        | 621.943182 | 621.16412 | 622.00000 | 589.24581 | 834.00 | 0.0771 | 2.000000 | 0.025000 | NO          | 1.261647  | 
442   | 2        | 0        | 0        | 2        | 621.943182 | 621.65754 | 670.00000 | 593.22514 | 834.00 | 0.0772 | 2.000000 | 0.025000 | NO          | 1.263155  | 
443   | 3        | 0        | 0        | 3        | 621.943182 | 621.51356 | 487.00000 | 589.42444 | 834.00 | 0.0773 | 2.000000 | 0.025000 | NO          | 1.264642  | 
444   | 0        | 1        | 0        | 0        | 622.049382 | 622.04938 | 614.00000 | 590.48853 | 834.00 | 0.0772 | 2.000000 | 0.025000 | NO          | 1.266165  | 
445   | 1        | 0        | 0        | 1        | 622.049382 | 621.27435 | 555.00000 | 588.92990 | 834.00 | 0.0771 | 2.000000 | 0.025000 | NO          | 1.267632  | 
446   | 2        | 0        | 0        | 2        | 622.049382 | 622.04228 | 687.00000 | 592.52030 | 834.00 | 0.0771 | 2.000000 | 0.025000 | NO          | 1.269246  | 
447   | 3        | 0        | 0        | 3        | 622.049382 | 621.97719 | 613.00000 | 593.25199 | 834.00 | 0.0771 | 2.000000 | 0.025000 | NO          | 1.270834  | 
448   | 4        | 0        | 0        | 4        | 622.049382 | 621.95425 | 633.00000 | 594.66843 | 834.00 | 0.0772 | 2.000000 | 0.025000 | NO          | 1.272335  | 
449   | 0        | 1        | 0        | 0        | 622.376089 | 622.37608 | 524.00000 | 591.61768 | 834.00 | 0.0772 | 2.000000 | 0.025000 | NO          | 1.273775  | 
450   | 1        | 0        | 0        | 1        | 622.376089 | 621.51029 | 602.00000 | 592.05738 | 834.00 | 0.0765 | 2.000000 | 0.025000 | NO          | 1.275234  | 
451   | 2        | 0        | 0        | 2        | 622.376089 | 621.60408 | 668.00000 | 595.53617 | 834.00 | 0.0765 | 2.000000 | 0.025000 | NO          | 1.276676  | 
452   | 0        | 1        | 0        | 0        | 622.407147 | 622.40714 | 566.00000 | 594.53791 | 834.00 | 0.0765 | 2.000000 | 0.025000 | NO          | 1.278123  | 
453   | 1        | 0        | 0        | 1        | 622.407147 | 621.86427 | 597.00000 | 594.64018 | 834.00 | 0.0764 | 2.000000 | 0.025000 | NO          | 1.279630  | 
454   | 0        | 1        | 0        | 0        | 622.636743 | 622.63674 | 572.00000 | 593.84714 | 834.00 | 0.0764 | 2.000000 | 0.025000 | NO          | 1.281143  | 
455   | 1        | 0        | 0        | 1        | 622.636743 | 622.16914 | 635.00000 | 595.36618 | 834.00 | 0.0760 | 2.000000 | 0.025000 | NO          | 1.282661  | 
456   | 2        | 0        | 0        | 2        | 622.636743 | 622.30800 | 533.00000 | 592.88868 | 834.00 | 0.0760 | 2.000000 | 0.025000 | NO          | 1.284185  | 
457   | 0        | 1        | 0        | 0        | 622.671115 | 622.67111 | 669.00000 | 595.17472 | 834.00 | 0.0760 | 2.000000 | 0.025000 | NO          | 1.285702  | 
458   | 1        | 0        | 0        | 1        | 622.671115 | 621.89901 | 567.00000 | 593.98187 | 834.00 | 0.0759 | 2.000000 | 0.025000 | NO          | 1.287309  | 
459   | 2        | 0        | 0        | 2        | 622.671115 | 622.02224 | 544.00000 | 591.91666 | 834.00 | 0.0759 | 2.000000 | 0.025000 | NO          | 1.288935  | 
460   | 3        | 0        | 0        | 3        | 622.671115 | 622.14601 | 645.00000 | 594.08933 | 834.00 | 0.0758 | 2.000000 | 0.025000 | NO          | 1.290564  | 
461   | 0        | 1        | 0        | 0        | 622.838352 | 622.83835 | 633.00000 | 595.49125 | 834.00 | 0.0759 | 2.000000 | 0.025000 | NO          | 1.292129  | 
462   | 1        | 0        | 0        | 1        | 622.838352 | 622.02073 | 622.00000 | 596.63034 | 834.00 | 0.0756 | 2.000000 | 0.025000 | NO          | 1.293634  | 
463   | 2        | 0        | 0        | 2        | 622.838352 | 622.56645 | 579.00000 | 595.97851 | 834.00 | 0.0755 | 2.000000 | 0.025000 | NO          | 1.295220  | 
464   | 3        | 0        | 0        | 3        | 622.838352 | 622.40783 | 556.00000 | 594.51943 | 834.00 | 0.0755 | 2.000000 | 0.025000 | NO          | 1.296716  | 
465   | 0        | 1        | 0        | 0        | 622.933748 | 622.93374 | 640.00000 | 595.99934 | 834.00 | 0.0755 | 2.000000 | 0.025000 | NO          | 1.298287  | 
466   | 1        | 0        | 0        | 1        | 622.933748 | 622.48998 | 541.00000 | 593.53576 | 834.00 | 0.0753 | 2.000000 | 0.025000 | NO          | 1.299784  | 
467   | 2        | 0        | 0        | 2        | 622.933748 | 622.67986 | 562.00000 | 592.28103 | 834.00 | 0.0754 | 2.000000 | 0.025000 | NO          | 1.301191  | 
468   | 3        | 0        | 0        | 3        | 622.933748 | 622.77592 | 642.00000 | 594.34128 | 834.00 | 0.0754 | 2.000000 | 0.025000 | NO          | 1.302587  | 
469   | 0        | 1        | 0        | 0        | 623.062922 | 623.06292 | 607.00000 | 594.87030 | 834.00 | 0.0755 | 2.000000 | 0.025000 | NO          | 1.304028  | 
470   | 1        | 0        | 0        | 1        | 623.062922 | 622.78775 | 520.00000 | 591.81442 | 834.00 | 0.0753 | 2.000000 | 0.025000 | NO          | 1.305427  | 
471   | 0        | 1        | 0        | 0        | 623.100217 | 623.10021 | 627.00000 | 592.93584 | 834.00 | 0.0753 | 2.000000 | 0.025000 | NO          | 1.306821  | 
472   | 1        | 0        | 0        | 1        | 623.100217 | 622.34825 | 660.00000 | 595.96334 | 834.00 | 0.0753 | 2.000000 | 0.025000 | NO          | 1.308388  | 
473   | 2        | 0        | 0        | 2        | 623.100217 | 622.99331 | 553.00000 | 594.31597 | 834.00 | 0.0753 | 2.000000 | 0.025000 | NO          | 1.309848  | 
474   | 3        | 0        | 0        | 3        | 623.100217 | 622.89399 | 597.00000 | 594.41348 | 834.00 | 0.0753 | 2.000000 | 0.025000 | NO          | 1.311284  | 
475   | 0        | 1        | 0        | 0        | 623.308417 | 623.30841 | 680.00000 | 597.18391 | 834.00 | 0.0753 | 2.000000 | 0.025000 | NO          | 1.312732  | 
476   | 1        | 0        | 0        | 1        | 623.308417 | 621.95166 | 554.00000 | 595.13229 | 834.00 | 0.0750 | 2.000000 | 0.025000 | NO          | 1.314141  | 
